Fthicket of,,This page is for brainstorming abilities. All you need here is a name for the abilitiy and a description of what its function is.,,This column is for developing the actual game text of an ability,,,,,,,,,,,,,,,,,,,,,,,,,
,Category,Ability Name,Ability Description,Rules Text,CP cost,Affinity req,W,U,B,R,G,tot,,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,,NEW AFFINITY,New Aff: X,New Aff: Di,New Aff: Kyle,New Aff: Gabe
0,Spell,Suggestion,Implant a compulsion in targets mind,"INST SINGLE/AOE MIND-AFFECTING TRGT
CS+7 eDV
Mental resist
Mental soak

0: no effect
1: Suggestion lasts for a minute
9: suggestion lasts for an hour
each 4 beyond: Double the duration

Overloads:

2: +1 eDV
2: +5ft diameter",5,"4(U|B),(9)",,6,6,,,6,,5,,,,,,,,,,,,R3 limited,Mono U open,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,??,,,
0,Spell,Tongues,SUST Comprehend all spoken languages,,,WUBRG,,,,,,,,,,,,,,,,,,,,,,,
0,Spell,Translocating Eye,Two target creatures swap places,"INST TRGT
Two target creatures within RANGE swap places. If a target is unwilling, target resists with mental res/phys soak
eDV = CS
0: the swap does not occur
1+: the swap occurs

",15,"6U,(12)",,6,,4,,6,,15,,,,,,,,,,,,R3-4 limited,Mono U limited,,
0,Spell,True Seeing,"Imbued with visions of the truth, illusions and magical darkness melt from your vision, and all is clear.  Negate up to HITS penalty/bonus from illusions, magical or normal darkness, concealment etc","SUST SELF
F/2
Ignore up to CS/2 penalty on visual perception rolls.

Casting this spell is a half action

Overloads:

2: +1 additional penalty ignored",5,4W,4,,,,,4,,5,,,,,,,,,,,,R2 open,,,
0,Spell,Truelight,"Reduce vision penalties in an area
","AOE SUST optional:SELF
F/2 + 1 (5ft)
+1 per additional 5ft
Casting this spell is a half actionreduce visibility penalties by FORCE.",5,"3(W|U|G),(9)",6,6,,,6,6,,10,,,,,,,,,,,,R3 open,,,
0,Spell,Unto Nowhere,Progressively delete a target from reality,"DIRECT SUST
F/2 + 5
DV = F/2 + 3
Ranged
Avoided by Mental Res
Soaked by Mental Soak

While you sustain this spell the target is paralyzed and immune to all other attacks. On your turn you may spend a full action to repeat the attack, except you also take as much damage as you inflict upon the target. If you do not repeat the attack the spell ends when you take a half or full action on your turn, or delay your turn.",30,"12W,(24)",,,,,,,,30,,,,,,,,,,,,,,,
0,Spell,Wall of Force,1 point of Armor and Structure rating per hit. Barrier regenerates at start of next turn.,"SUST
F/2 + 3
Barrier rating: 5+F/2, barrier hp, 8+F/2. Barrier regenerates at start of next turn.",10,"4W,4U,(18)",8,8,,,,8,,10,,,,,,,,,,,,R4 limited,,,
0,Spell,Warp World,All allies and enemies in the encounter randomly swap positions,"INST AOE
F/2+2
All creatures that fail to save or are willing within F*M*3 ft (round up for squares) randomly swap places. 

Resolution advice: remove all subjects and mark their locations, roll one by one for each subject's reentry to a location after assigning each location a number.",20,"14R,(18)",,6,,12,,12,,20,,,,,,,,,,,,R6 limited,Mono Red Exclusive,,
0,Spell,Word of Binding,Save or suck no physical actions,"SUST TRGT
F/2 + 4
F/2+3 eDV
Mental Res
Mental Soak

0: nothing
1: half movement, lose a half action
5: Paralyzed 1 turn
each 2 additiona, paralyzed +1 turn",15,"9W,(18)",12,,,,,12,,15,,,,,,,,,,,,,,,
0,Stance,1v1 me bro,"Ignore full defense, free parries vs. stuff you are fighting","When your targeted is threatened only by you and you are at most only threatened by your target you ignore that enemy's full defense with melee attacks. After attacking an enemy, the next parry you attempt against that enemy this round costs (0).",20,"6W,6R,(15)",5,,,5,,10,,20,,,,,,,,,,,,R5 exclusive,Is this more RB?,,
0,Stance,Adroit riposte,bonus vs. enemies who are foiled by your parry // only costs (5) to riposte,When your parry prevents an attack from hitting add (NET HITS) to your next attack against that opponent. It only costs (5) to make a riposte. Enemies do not benefit from reach when you are riposting. ,40,"4W,4U,(15)",5,5,,,,10,,40,,,,,,,,,,,,R4-5 limited,,,
0,Stance,Analyze Dweomer,High focus detect and analyze magic,"You may make Perceive Magic checks with your spellcasting dicepool, but only for objects you are physically touching or effects you are in contact with.",5,"1U,(3)",,4,,,,4,,5,,,,,,,,,,,,R2 exclusive,,,
0,Stance,Berserker,full offense,Your dice explode on attack actions. All active defenses cost an additional (5).,30,"12(B|R),(15)
",,,8,8,,8,,30,,,,,,,,,,,,R5 exclusive. may need rework,BR (both required),,
0,Stance,Celeritas Dominus,"When casting a spell, extra mobility options become available","When casting a...\nRed: Shift 1; Blue: tele 10ft; RU: choose one
When casting a... \nRed: Shift 2; Blue: tele 15ft; RU; both",10 per,8(R/U) per,,8,,8,,8,,10,20,,,,,,,,,,,R4 limited,,,
0,Stance,Center of Attention,Attacks that don't target you provoke,Enemies that take attacks or actions that include your allies but not any creatures with Center of Attention active as target(s) provoke an opportunity attack from you.,20,"3W,3B,(15)",,,,,,,,20,,,,,,,,,,,,,,,
0,Stance,Counterspell Stance,Counterspelling costs (5),Counterspelling costs (5). You are always making passive perception checks to detect magic within 10* (cast stat) feet of you and are aware of what spell is being cast.,10,"6U,(12)
",,8,,,,8,,10,,,,,,,,,,,,R4 limited,,,
0,Stance,dodge stance,Move after dodging,Every time you attempt a dodge you may shift 5ft after resolving the dodge.,10,"9(U|B|R),(12)
",,6,6,6,,6,,10,,,,,,,,,,,,R4 exclusive,,,
0,Stance,Horde Culling Stance,"bonuses when fighting multiple opponents, ignore some penalties from being outnumbered",2 extra dice on each attack per target when attacking multiple targets with melee. Opponents do not get bonus dice for outnumbering you in melee.,5,4(W/R),4,,,4,,4,,5,,,,,,,,,,,,R3 lmiited,,,
0,Stance,Mountain Stance,"Shield bonus is added to armor, full block is now (5)","Add (2* your shield bonus/3) to any calculation that includes your armor. Ex: armor soak, DV threshold.",5,"6W,(12)",4,,,,,4,,5,,,,,,,,,,,,R3-4 limited,,,
0,Stance,Never Outnumbered,"Bonus to evasion for each enemy in sight, up to X",Gain 1 die on dodge and full dodge for each enemy within 60' (LOS and LOE required) to a maximum of half your tradition rank.,10,"12(W|R|G),(15)",10,,,10,10,10,,10,,,,,,,,,,,,R5 limited OR excl?,,,
0,Stance,Quickfire Storm,"Whenever you cast a spell that normally deals no damage, you may chuck a firebolt at an opponent","After you resolve a spellcast that was not an INST or DIRECT combat spell, you may fire a DV = 5+ (CAST STAT) ranged single target lightning bolt",20,"7U,7R,(18)",,4,,8,,12,,20,,,,,,,,,,,,R6 exclusive,,,
0,Stance,Reach Stance,Increases reach,Adds (RANK) Reach,5 per,"3G,(6) per
",,,,,4,4,,5,10,15,20,,,,,,,,,R2 limited per?,,,
0,Stance,Rooted Bulwark,"While in this stance, you resist all attempts to be moved against your will.  Additionally, at the end of your turns, vines grow from the ground attempting to root all adjacent enemies in place.  If continuously rooted, enemies will become entangled and eventually engulfed in vines and plants.  This stance is ended if the roots are hacked away and is usable the next day or when your nature is regenerated (lol idk what I'm thinking honestly, feel free to rationalize this a lot)","Gain +4 dice to resist all attempts to be moved against your will. 
At the end of the round vines grow out from your body attempting to root all adjacent enemes in place (Your weapon skill or spellcasting vs. enemy dodge,parry, grapple // STR eDV, enemy phys soak. Any unsoaked eDV yields success). If an enemy is already rooted, the check is instead to entangle. If already entangled, the check is to engulf and imprison.

The vines can be hacked away (BOD+8 health, BOD*2 barrier rating)",5,"6G,(12)
",,,,,8,8,,5,,,,,,,,,,,,R4 limited,,,
0,Stance,Surging Strikes,"Once per turn when you successfully hit with an attack and deal damage, cast a spell",Once per turn when you successfully hit with an attack and deal damage you may cast a spell that has a casting time of no longer than a full action. Casting the spell is done as a nonaction immediately after resolving the triggering attack.,60,"12R,12G,(30)",,,,,,,,60,,,,,,,,,,,,,,,
0,Stance,The Blood Tells,"Hear and feel all heartbeats within an extended range.  The range increases with blood for the blood god and lust for the lust throne.  Additionally, gain a bonus on active bluff detection against characters with a heartrate.","All heartbeats within (CHA*5 ft) can be heard (DC 2 base). Gain +4 dice on judge intentions rolls against targets that you are aware of, who have a heartbeat.",15,12B,,,12,,,12,,15,,,,,,,,,,,,R5-6? limited or exclusive?,,,
0,Stance,Thicket of Blades,AoO stance,Attacks of opportunity cost (2/1). ,"20,
80","12W,(15)
24W,(30)",8,,,,,8,,20,100,,,,,,,,,,,R4 limited,,,
0,Stance,Threatening Archer,Opponents that move within (Y) of you provoke,"Treat all squares within (AGI/2)*5 as threatened by your ranged weapon for purposes of opportunity attacks.
",50,"16(W|G),(21)",,,,,,,,50,,,,,,,,,,,,,,,
0,Stance,Unyielding Stance,"Ignore wound penalties, falling unconscious as long as you hold your ground, or for one day, WHICHE ER COMES FIRST. If at any point your overflow is filled during this time, you die when this benefit ends. ","Ignore wound penalties, falling unconscious as long as you hold your ground, or for one day, WHICHEVER COMES FIRST. If at any point your overflow is filled during this time, you die when this benefit ends. ",10,12(W/B),12,,12,,,12,,10,,,,,,,,,,,,R6 limited,,,
0,Stance,Vengeful Bulwark,Bonus vs. targets you block,"Gain your shield bonus to your dice pool on your attack against a target you have successfully blocked in the past round. You may spend (5) to make an attack against a target you have succesfully blocked, this attack is made with your shield. (reach 0, buckler = 2 dv, med shield = 6 dv, heavy shield = 8dv, tower shield = 12dv)",5,"7W,(15)",6,,,,,6,,5,,,,,,,,,,,,R4-5 limited,,,
0,Stance,Willow stance,"Get +4 on defense after a turn in which you do not attack. If you did not attack last turn you have +4 on your next attack.
 If you do nothing during your turn you do not lose initiative. ","You have +4 defensive dice if you did not attack since your last turn. If you have not attacked since your last turn you have +4 dice on your next attack. You can pass your turn once per round at zero initiative loss.
",25,"9W,(12)",8,,,,,8,,25,,,,,,,,,,,,R4 exclusive,,,
0,Template,Undead,"Become undead, with benefits and drawbacks. Multiple options. Vampire, (necropolitan), mummy, skeleton, death knight?","You permanently become undead, gaining benefits and drawbacks according to the specific type selected.

General:
An undead's BOD does not contribute to its overflow track. Thus by default an undead dies when its physical wounds equal or exceed its health.
Undead are immune to poisons, diseases, life drain effects, effects that depend upon physical pain/pleasure/discomfort, and most death effects.
",40,12B,,,12,,,12,,40,,,,,,,,,,,,????,,,
3,,,,,,,,2,,,4,4,,,,,,,,,,,,,,,,,
1,Buff,Shifting Form,Change to a new adaptation each time you roll initiative.,"Body Buff.

Each time you roll initiative roll a 1d6 and gain the following benefit until the end of the round.
1: Movement speed increased by 50%
2: gain 2 reach
3: 2 temp hp
4: 
5: 
6: 

Rank 2: you may roll 1d6 as a Extra action and choose to replace your current buff with the rolled buff.

Rank 3: you roll twice for buffs and can sustain two buffs.",,"3U, 3G, (9) per",,,,,,,,,,,,,,,,,,,,,,,
1,Buff,Spare a hand?,Grow extra limbs!,Grow 2 extra limbs,10,,,,8,,8,8,,10,,,,,,,,,,,,lol,G,,
1,Maneuver,Deft Strike,"With only a half action remaining, make an attack with a light weapon",half action. You must have already used one of your half actions this round. Make an attack with a light weapon.,40,,,,,,,,,40,,,,,,,,,,,,,,,
1,Maneuver,Ethereal  Slip,As spacial slip but turn invisible instead of teleport,,5,W,,,,,,,,5,,,,,,,,,,,,,,,
1,Maneuver,Last Word,spend init to prevent enemies from reacting to your nonaction,(5) as part of a nonaction ability. No abilities can trigger in response to the activation or resolution of the empowered ability.,40,,,,,,,,,40,,,,,,,,,,,,R7-9 limited?,,,
1,Maneuver,Linguistics,"After some time, puzzle out any written language","After some time, puzzle out any written language",,UB,,,,,,,,,,,,,,,,,,,,,,,
1,Maneuver,Nightmare Blade,Stab them in the MIND,"Make a melee attack at -3DV, the target resists with mental save instead of dodge/block/parry.",40,,,,,,,,,40,,,,,,,,,,,,,,,
1,Maneuver,One with the scene,You may disguise yourself as inanmiate objects,You may attempt a disguise check to appear as an object of roughly your size at no penalty to the check. This check is performed in one round. Targets observing you when you begin this check automatically see through the disguise.,5,,,,,,,,,5,,,,,,,,,,,,,,,
1,Maneuver,Return to Sender,Force an effect back onto enemy when you save,(5) when you fully soak an attack or ability that carries a status effect rider. The originating creature must soak against the effect as if it had been the original target.,20,,,,,,,,,20,,,,,,,,,,,,,,,
1,Passive,Bomb making,Create rudimentary explosive devices for battle,,20,2R,,,,2,,2,,20,,,,,,,,,,,,,,,
1,Passive,Friend of the Less Fortunate,"Something about you, and your background, lets you get along well with the less fortunate.",,5,"1W,(6)",,,,,,,,5,,,,,,,,,,,,,,,
1,Passive,Keen Eyed Tracker,"Bonus on tracking, negate penalties by using multiple methods to discern concealed tracks",,5,4(W/G),4,,,,4,4,,5,,,,,,,,,,,,,,,
1,Passive,Man of K'Hull Duade,Ignore impediments and later barriers when you charge,"Ignore most difficult terrain when charging
_______________
Ignore all difficult terrain when charging
_______________
Can make a check when charging to run through barriers or displace creatures
_______________
Check made to bypass barriers and displace creatures is at a bonus
",5/10/15/20,,,,,,,,,5,15,30,50,,,,,,,,,,,,
1,Passive,Peerless Tracker,"Track all manner of things, even magical auras",,5,"7G,(9)",,,,,,,,5,,,,,,,,,,,,,,,
1,Passive,Regional Adaptation,"Pick a region/climate, bonuses for enduring things typical to the area. Knowledge about area, etc",,2,2G,,,,,2,2,,,,,,,,,,,,,,,,,
1,Passive,Speed Read,You can read at astonishing speed,You can read a full page of text in six seconds getting a general idea of its contents. ,5,,,,,,,,,,,,,,,,,,,,,,,,
1,Passive,Stifle,You can now counterspell maneuvers and other activated abilities,You can now use counterspell to negate activated abilities and maneuvers. If the given ability does not generate an opposed check normally then the activating creature defends with ,,UG,,,,,,,,,,,,,,,,,,,,,,,
1,Passive,Unbalancing,Gain (bonus) against enemies you have recently dodged,Superior ground against enemies you dodged since the end of the last round.,,B,,,,,,,,,,,,,,,,,,,,,,,
1,Passive,Unyielding Focus,"Can't be counterspelled, can't be foiled",Your abilities cannot be countered or interrupted. ,,WG,,,,,,,,,,,,,,,,,,,,,,,
1,"Passive
",Restorative Resonance,"Whenever you heal an ally, trigge a heal on another nearby ally","Whenever an effect of yours heals an ally, heal another ally within 30' of one of the original healing recipients for 2. This ability can't trigger itself",,W,,,,,,,,,,,,,,,,,,,,,,,
1,Spell,Alarm,"Sets a ward upon an area that, if it detects things that meet specified conditions, sets off an alarm.",,5,WU,,,,,,,,,,,,,,,,,,,,,,,
1,Spell,Antipathy,Repell types of creatures from an area,RITUAL,,14W,14,,,,,14,,,,,,,,,,,,,,,,,
1,Spell,Chaosmorph,"The target is turned into a dimminutive animal or a giant beast, as polymorph, or dino/bear/rhino (5/5)","INST SUST TRGT
F/2+1, F=BOD+SIZEMOD
On success vs. 2x targets BOD the victim is changed. Flip a coin.
Heads: (1/1)
Tails: (5/5)
",10,,,12,,12,,18,,10,,,,,,,,,,,,,,,
1,Spell,Detention,"Choose Spells or maneuvers, target can't use the chosen on its next turn.
","INST TRGT
F/2+2
Target opposes with MENTAL
Need F+net hits > target's WIL *2
Casting this spell is a half action
On success choose Maneuvers or Spells. The target cannot use the selected type of ability on its next turn.",,WU,,,,,,,,,,,,,,,,,,,,,,,
1,Spell,Earthshape,Move/reshape the earth,"F/2 + 3
Shift up to 200kg of earth per net hit, forming it with minimal control over finer details.",,G,,,,,6,6,,10,,,,,,,,,,,,,,,
1,Spell,Embiggen,Increase size of target ally,"SUST, TRGT(SELF)
F/2+5
F1: +1 size
F5: +2 size
F9: +3 size",15,,,,,,8,8,,15,,,,,,,,,,,,,,,
1,Spell,Mirror Image,Create multiple illusiory duplicates ,SUST,,U,,,,,,,,,,,,,,,,,,,,,,,
1,Spell,Resist Energy,Create ward that absorbs energy damage of a type specified at casting,,10,WG,,,,,,,,,,,,,,,,,,,,,,,
1,Spell,Seeping Deluge,"A flash flood hits the area. Water swells, swallowing up the ground.  Creatures must seek saftey among trees, boulders, or rooves.  The deluge may take hours or days to pass depending on how flat the surrounding region is.",,30,6U,,6,,,,6,,30,,,,,,,,,,,,,,,
1,Spell,Sleetstorm,"Blinding freezing sleet pelts down from the skys. A sleetstorm begins.  If it is summertime, a hailstorm may appear instead.  Hailstorms hurt and break things but dont do anything else.  Sleetstorms make the ground icy and extingquish campfires, torches, etc as well as reducing vision down to 10ft.  Sleetstorms rarely last more than a day, but in harsh winters can remain for a week.",,20,6(U/R),,4,,6,,6,,20,,,,,,,,,,,,,,,
1,Spell,Time Spiral,All creatures involved in combat reroll initiative,"AoE INST
F/2+12
All creatures in the current combat reroll initiative.",,U (R10),,,,,,,,,,,,,,,,,,,,,,,
1,Spell,Tornado,"The wind whips up, injuring flying creatures and blowing stuff over.  A windstorm picks up in the region blowing sails, grounding flyers, and overall making a ruccus of anything not tied down.  Lasts as long as it takes a high pressure system to dissapate",,20,6(U/G),,4,,,6,6,,20,,,,,,,,,,,,,,,
1,Spell,Zone of Silence,Silence an area,"F/2 + 4
Sets a threshold of (F) for casting, opposed by ",,W,,,,,,,,,,,,,,,,,,,,,,,
2,Buff,Size control,shrink / grow ,,,6(U/G),,6,,,6,6,,,,,,,,,,,,,,,,,
2,Debuff,Mark,"Mark target, easily track target, bonuses against marked target",,,4G,,,,,4,4,,,,,,,,,,,,,,,,,
2,Maneuver,Body Diving,meld into flesh,,,B,,,,,,,,,,,,,,,,,,,,,,,
2,Maneuver,Crunching Bullrush,Deal damage when bullrushing something into an obstacle,,,2(G/R/B),,,2,2,2,2,,,,,,,,,,,,,,,,,
2,Maneuver,Detaining Strike,Attack inflicts dice penalty on enemy's attacks for the rest of the round,,,W,,,,,,,,,,,,,,,,,,,,,,,
2,Maneuver,Devour,Swallow whole enemies much smaller than you,,,BG,,,,,,,,,,,,,,,,,,,,,,,
2,Maneuver,Discorporation,"Avert death, reform later",Spend all your LUK when you would die. If your spent LUK exceeds the damage you died by you discorporate and return next (time of day) at full health at a nearby safe location.,,,,,,,,,,,,,,,,,,,,,,,,,
2,Maneuver,Fatespin,"Force an enemy to choose what they will do on their next turn, this locks them into those actions.",,,8B,,,,,,,,,,,,,,,,,,,,,,,
2,Maneuver,Find the Gap,Bypass armor in a moment of opportunity,,,2W,2,,,,,2,,,,,,,,,,,,,,,,,
2,Maneuver,Grand Bend,"Line attack AoE shot
",Make a line attack (AoE) with your ranged weapon at -6 dicepool out to the end of your weapon's short range. Take Aim bonuses are doubled for this attack.,,,,,,,,,,,,,,,,,,,,,,,,,
2,Maneuver,Invoke Paragon,spend luck (or whatever) immediate action gain temporary immunity from death effects.,,,8W,8,,,,,8,,,,,,,,,,,,,,,,,
2,Maneuver,Manacleave,Attack removes buff(s),"Make an attack, net hits do not contribute to damage. Target soaks with mental soak. On hit one of the target's buffs (chosen randomly) ends. 
___________________________
Half net hits buffs are removed
___________________________
Half net hits also contribute to damage",,,,,,,,,,,,,,,,,,,,,,,,,
2,Maneuver,Puff of Smoke,"Flash powder, smoke bomb, or a magical breath; whatever the source of the distraction, the user has dissapeared","As a half action, or for (5) as part of movement, you may toss the flask to generate a 10' cube of smoke that lasts until the start of your next turn. The smoke applies a -2 vision penalty to see into or through it. (scale cooldown with investment or go with daily charges?)",,,,,,,,,,,,,,,,,,,,,,,,,
2,Maneuver,Redirecting parry,"cause enemy to hit themselves with their weapon on a successful parry
",(5) as part of attempting a parry. If your parry is successful the attacker must soak the unmodified DV of their weapon.,,,,,,,,,,,,,,,,,,,,,,R3-5?,,,
2,Maneuver,Restorative Strike,attack generates temp hp,"Make an attack with your weapon, net hits do not contribute to damage. Generate
1 / half net hits / net hits temp hp.",,,,,,,,,,,,,,,,,,,,,,,,,
2,Maneuver,Something,debuff on hit - cannot take bonus actions (or op atks?),,,U,,,,,,,,,,,,,,,,,,,,,,,
2,Maneuver,Spellshank,"Deal reduced damage, possibly steal and cast spell target recently cast",,,UB,,,,,,,,,,,,,,,,,,,,,,,
2,Maneuver,Spiritual Bastion,"Place a rune circle on the ground, you and allies standing within it gain benefits. ","Spend 1 Drain or 10 minutes. Place down a 15ft diameter rune circle. You and allies within gain (CHA/2) dice to all defenses while within the circle. Additionally, effects of mind affecting abilities are suppressed for you and allies within the circle. Extraplanar/some supernatural creatures (as defined by GM) cannot breach the circle.

A creature standing within the circle can spend a half action that provokes opportunity attacks to scuff the circle. A circle that has been scuffed 3 times is destroyed. Additionally a circle fails after 24 hours, or if you spend more than an hour outside of it.",,,,,,,,,,,,,,,,,,,,,,,,,
2,Maneuver,Surge of Finality,"Make an attack when you would be knocked unconscious, if you kill the target that is knocking you unconscious negate the attack",triggered as a nonaction at interrupt speed when you would be knocked unconscious. Make an attack against the enemy that would be knocking you unconscious. Wound penalties are doubled and become a bonus on this attack. If your attack knocks the enemy unconscious undo the damage their attack did to you.,,,,,,,,,,,,,,,,,,,,,,,,,
3,Maneuver,Touch of Purity,Purge various effects from ally,,,4W,4,,,,,4,,,,,,,,,,,,,,,,,
2,Maneuver,Volatilize,"double dice, 1s count as -1s, if 1/4 are 1s auto fail",,,UR,,,,,,,,,,,,,,,,,,,,,,,
2,Maneuver,Wild Ricochet,Cast a copy of a spell being cast and redirect the targets of the spell being cast,,,8R,,,,8,,8,,,,,,,,,,,,,,,,,
2,Metamagic,Cloudy Conjuration,Create a fog cloud after casting a conjuration spell,,,2(U/G),,2,,,2,2,,,,,,,,,,,,,,,,,
2,Passive,Animal companion / familiar,Various levels / access / options,,,2(G/U),,2,,,2,2,,,,,,,,,,,,,,,,,
2,Passive,Covert Poisoning,Much easier to poison unsuspecting targets,,,B / G,,,,,,,,,,,,,,,,,,,,,,,
2,Passive,Elemental Charge,"When you make a charge attack while you have an element imbued in your weapons you leave a lingering trail of that element.
","Prerequisite: an Imbue (element) ability.
You may spend (5) to activate one of your Imbue(element) buffs as part of a charge.
When you charge with an imbue(element) buff active you leave behind a lingering trail of the element in all spaces you exit as part of the charge. This trail lasts until the end of the round and automatically hits creatures that enter, cross, or end their turn inside it, dealing (2+STAT??) damage of the appropriate element.
",,,,,,,,,,,,,,,,,,,,,,,,,
2,Passive,Find the weakspot,"Various bonuses granted to combat for identifying fighting styles, armor, weapons",,,4(W/U),4,2,,,,4,,,,,,,,,,,,,,,,,
2,Passive,Personality Cult,"When you resist a charm effect, you may reflect that effect back at the user.",,,B,,,,,,,,,,,,,,,,,,,,,,,
2,Passive,Think You're Scary?,"Resist fear, retalliate against failed fear effects.",Act as if your fear state was 1 lower. Your max fear state is increased by 1. You passively roll active mental against all fear effects. After succeeding on a mental res vs. a fear effect you may spend (5) as an interrupt to attempt intimidation vs. the source of the triggering fear.,,,,,,,,,,,,,,,,,,,,,,,,,
2,Passive,Titan Toppler,"Climb enemies much larger than you, benefits, tactics",,,2(R/W),2,,,2,,2,,,,,,,,,,,,,,,,,
2,Passive,Wise Guesser,"When confronted with a pressing choice, be more likely to choose correctly at random.","Whenever deciding between choices at random in a moment of importance (an idle bit of gambling during downtime is hardly important, but if the same game won a handful of scorpions or the key to freedom it's important!) you are 50% more likely to pick the correct choice. Thus picking between two doors would have a 75% of choosing the correct one for pursuing the thief. Or guessing which leg of the chair is shortest is 37.5% (25%*1.5). The GM resolves such rolls secretly and informs the player of what their guessing aptitude hints at.",,,,,,,,,,,,,,,,,,,,,,,,,
2,Ritual,Ride the lightning,"Teleport by lightning bolt, dependent on clouds",,,WR,,,,,,,,,,,,,,,,,,,,,,,
2,Ritual,Scrying,"View location, individual or objects remotely from great distance",,,12U,,12,,,,12,,,,,,,,,,,,,,,,,
2,Ritual,Sentinel Ward,"ward an area against intruders, alerting you if tresspass occurs.","ward an area against intruders. A (spirit/elemental/etc) observes the area for creatures entering that match your supplied description and can issue verbal warnings and send you and up to N others a mental alarm (max distance?)

upgraded: observer can manifest a guardian to attack trespassers",,,,,,,,,,,,,,,,,,,,,,,,,
2,Spell,Elemental Trap,Create elemental attack that can be triggered after an arming time,,,8,8,8,8,8,8,8,,,,,,,,,,,,,,,,,
2,Spell,Fly,"Causes subject(s) to fly, successes influence speed/maneuverability of flight",,,U,,,,,,,,,,,,,,,,,,,,,,,
2,Spell,Phase Lock,"Target is bound to this dimension, cannot teleport or phase.",,,W?,,,,,,,,,,,,,,,,,,,,,,,
2,Spell,Phase Lock Field,Region is warded against teleportation and extradimensional access.,,,W?,,,,,,,,,,,,,,,,,,,,,,,
2,Spell,Thoughtsway,mind affecting to determine target's next attack,,,U,,,,,,,,,,,,,,,,,,,,,,,
2,Spell,Transmorgriphy Snake,Turn linked chain or rope into a snake.  Can be used to release shackles or rope bonds.  Snake can be venomous if (G).,,,BUG,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Aura,Stifling Presence,silence?,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Buff,Fusion,"Temporarily merge with target willing ally, forming a fusion of stats and abilities.",,,,,,,,,,,,,,,,,,,,,,,,,,
3,Buff,Overdrive,"costs drain to trigger, various general combat bonuses",,,,,,,,,,,,,,,,,,,,,,,,,,
3,Buff,Primeval Embodiment,,,,20G,,,,,,,,,,,,,,,,,,,,,,,
3,Buff,Unchained Instinct,,,,20R,,,,,,,,,,,,,,,,,,,,,,,
3,Craft,Advanced alchemical creation,"Create smoke bombs, flashers, ",,,,,,,,,,,,,,,,,,,,,,,,,,
3,Maneuver,Meld into stone,,,,G,,,,,,,,,,,,,,,,,,,,,,,
3,Maneuver,Shield Slam,Generate shockwave with shield,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Maneuver,Spellcatching/Spelltheft,Steal and hold spell effect to reuse later,,,4U,,4,,,,4,,,,,,,,,,,,,,,,,
3,Maneuver,"Turn X (undead, etc)","Repel abhorrent entities of a specific type, varporize weaker entities",,,,,,,,,,,,,,,,,,,,,,,,,,
3,Maneuver,Volley,Fire multiple projectiles as one attack,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Metamagic,Implement Focus,"You cannot cast without your implement. Choose an implement, gain minor benefits from it",,,,,,,,,,,,,,,,,,,,,,,,,,
3,Passive,Enduring Fortitude,Temp HP decays slower,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Passive,Guild Membership,,(codified tiered access to guild benefit stuff),,,,,,,,,,,,,,,,,,,,,,,,,
3,Passive,Pactmarked,You have a pact with a powerful entity that grants boons and drawbacks,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Passive,Pain Begets Clarity,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Passive,Rite of Eternal Return,"So long as your remains are treated to the proper preparation and one hour ritual, and you've been dead less than a day, you rise in perfect condition next sunrise/sunset/noon/midnight. Upon rising your luk pool becomes 0.",,,,,,,,,,,,,,,,,,,,,,,,,,
3,Passive,Sense Heretic,Detect heresy as appropriate for your viewpoint,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Passive,Souleater,,,,B,,,,,,,,,,,,,,,,,,,,,,,
3,Passive,Unarmed Master,Improve unarmed attacks,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Passive,,Can pay init for other allies’ actions,,,WG,,,,,,,,,,,,,,,,,,,,,,,
3,Passive,,Gain bonus vs. wounded enemies,,,BR,,,,,,,,,,,,,,,,,,,,,,,
3,Skill,Artillery Usage,"Crew, understand, use ballista, cannon, boardplank",,,,,,,,,,,,,,,,,,,,,,,,,,
3,Skill,Astral Readings,"star reading, navigation, cardinal direction, weather events",,,,,,,,,,,,,,,,,,,,,,,,,,
3,Skill,Fencing and Smuggling,Abiliity to disguise goods and convince buyers that said goods are not stolen,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Skill,Geometric interpolation,"Feel the tectonics in the earth, shape and bend them to your will",,,,,,,,,,,,,,,,,,,,,,,,,,
3,Skill,Predict Storm,"With some % of accuracy, predict storms (hurricane, sandstorm, and more)",,,,,,,,,,,,,,,,,,,,,,,,,,
3,Skill,Shot and Blade,"Duel wield, firing a one handed ranged weapon and a one handed sword. May have different targets, no penalties or provokes from shooting ranged",,,,,,,,,,,,,,,,,,,,,,,,,,
